Material ID,Plant ID,Month/Year,Stock,in/transit,Open PO
NOKANDO4,DEW1,04/01/26,0,0,0
NOKANDO4,RSKR,04/01/26,0,0,100800
NOKANDO4,TRTZ,04/01/26,0,0,221760
NOKANDO4,ZASA,04/01/26,0,0,0
NOKANDO4,SIS1,04/01/26,0,0,604800
NOKANDO4,PLPL,04/01/26,0,0,0
NOKANDO4,RSKR,05/01/26,0,0,0
NOKANDO4,SIS1,05/01/26,0,0,302400
NOKANDO4,DEF1,05/01/26,0,0,0
NOKANDO4,TRTZ,05/01/26,0,0,100800
NOKANDO4,PLPL,05/01/26,0,0,0
NOKANDO4,DEW1,05/01/26,0,0,0
NOKANDO4,BEEX,05/01/26,0,0,100800
NOKANDO4,ZASA,05/01/26,0,0,0
NOKANDO4,DEF1,06/01/26,0,0,0
NOKANDO4,RSKR,06/01/26,0,0,0
NOKANDO4,TRTZ,06/01/26,0,0,100800
NOKANDO4,DEW1,06/01/26,0,0,0
NOKANDO4,BEEX,06/01/26,0,0,0
NOKANDO4,SIS1,06/01/26,0,0,0
NOKANDO4,PLPL,06/01/26,0,0,0
NOKANDO4,ZASA,06/01/26,0,0,0
NOKANDO4,SIS1,07/01/26,0,0,0
NOKANDO4,BEEX,07/01/26,0,0,0
NOKANDO4,DEW1,07/01/26,0,0,0
NOKANDO4,RSKR,07/01/26,0,0,0
NOKANDO4,DEF1,07/01/26,0,0,0
NOKANDO4,PLPL,07/01/26,0,0,0
NOKANDO4,TRTZ,07/01/26,0,0,0
NOKANDO4,SIS1,08/01/26,0,0,0
NOKANDO4,DEW1,08/01/26,0,0,0
NOKANDO4,TRTZ,08/01/26,0,0,0
NOKANDO4,BEEX,08/01/26,0,0,0
NOKANDO4,PLPL,08/01/26,0,0,0
NOKANDO4,RSKR,08/01/26,0,0,0
NOKANDO4,DEF1,08/01/26,0,0,0
NOKANDO4,DEW1,09/01/26,0,0,0
NOKANDO4,RSKR,09/01/26,0,0,0
NOKANDO4,DEF1,09/01/26,0,0,0
NOKANDO4,BEEX,09/01/26,0,0,0
NOKANDO4,SIS1,09/01/26,0,0,0
NOKANDO4,PLPL,09/01/26,0,0,0
NOKANDO4,TRTZ,09/01/26,0,0,0
NOKANDO4,DEF1,10/01/26,0,0,0
NOKANDO4,RSKR,10/01/26,0,0,0
NOKANDO4,PLPL,10/01/26,0,0,0
NOKANDO4,TRTZ,10/01/26,0,0,0
NOKANDO4,SIS1,10/01/26,0,0,0
NOKANDO4,BEEX,10/01/26,0,0,0
NOKANDO4,DEW1,10/01/26,0,0,0
NOKANDO6,LUEX,02/01/25,44100,0,0
NOKANDO6,LUL1,02/01/25,0,0,0
NOKANDO6,SIS1,03/01/25,16800,0,0
NOKANDO6,DEW1,03/01/25,0,0,0
NOKANDO6,LUEX,03/01/25,60480,0,0
NOKANDO6,BEEX,03/01/25,0,0,0
NOKANDO6,LUL1,03/01/25,0,0,0
NOKANDO6,LUEX,04/01/25,25200,0,0
NOKANDO6,SIS1,04/01/25,13440,0,0
NOKANDO6,BEEX,04/01/25,0,0,0
NOKANDO6,LUL1,04/01/25,0,0,0
NOKANDO6,DEW1,04/01/25,0,0,0
NOKANDO6,LUEX,05/01/25,79380,0,0
NOKANDO6,LUL1,05/01/25,0,0,0
NOKANDO6,SIS1,05/01/25,13100,0,0
NOKANDO6,BEEX,05/01/25,0,0,0
NOKANDO6,DEW1,05/01/25,0,0,0
NOKANDO6,BEEX,06/01/25,0,0,0
NOKANDO6,LUL1,06/01/25,0,0,0
NOKANDO6,DEW1,06/01/25,0,0,0
NOKANDO6,LUEX,06/01/25,105840,0,0
NOKANDO6,SIS1,06/01/25,11420,0,0
NOKANDO6,LUL1,07/01/25,0,0,0
NOKANDO6,LUEX,07/01/25,103320,0,0
NOKANDO6,BEEX,07/01/25,0,0,0
NOKANDO6,DEW1,07/01/25,0,0,0
NOKANDO6,SIS1,07/01/25,11420,0,0
NOKANDO6,BEEX,08/01/25,201600,0,0
NOKANDO6,LUL1,08/01/25,0,0,0
NOKANDO6,DEW1,08/01/25,0,0,0
NOKANDO6,SIS1,08/01/25,9240,0,0
NOKANDO6,LUEX,08/01/25,355320,0,0
NOKANDO6,SIS1,09/01/25,7140,0,0
NOKANDO6,DEW1,09/01/25,0,0,0
NOKANDO6,LUL1,09/01/25,0,0,0
NOKANDO6,LUEX,09/01/25,90720,0,0
NOKANDO6,BEEX,09/01/25,282240,0,0
NOKANDO6,LUEX,10/01/25,462420,0,0
NOKANDO6,SIS1,10/01/25,7140,0,0
NOKANDO6,DEW1,10/01/25,0,0,0
NOKANDO6,BEEX,10/01/25,120960,0,0
NOKANDO6,LUL1,10/01/25,0,0,0
NOKANDO6,LUL1,11/01/25,0,20160,0
NOKANDO6,BEEX,11/01/25,120960,0,0
NOKANDO6,DEW1,11/01/25,0,0,6500
NOKANDO6,SIS1,11/01/25,20220,0,0
NOKANDO6,LUEX,11/01/25,412020,0,0
NOKANDO6,LUEX,12/01/25,205380,0,0
NOKANDO6,DEW1,12/01/25,0,0,0
NOKANDO6,LUL1,12/01/25,0,0,0
NOKANDO6,SIS1,12/01/25,20160,0,0
NOKANDO6,BEEX,12/01/25,302400,0,0
NOKANDO6,DEW1,01/01/26,0,0,0
NOKANDO6,LUL1,01/01/26,0,0,0
NOKANDO6,SIS1,01/01/26,20160,0,0
NOKANDO6,BEEX,01/01/26,322560,100800,0
NOKANDO6,LUEX,01/01/26,240660,60480,0
NOKANDO6,BEEX,02/01/26,0,0,161280
NOKANDO6,LUL1,02/01/26,0,0,0
NOKANDO6,LUEX,02/01/26,0,0,0
NOKANDO6,DEW1,02/01/26,0,0,0
NOKANDO6,LUL1,03/01/26,0,0,0
NOKANDO6,LUEX,03/01/26,0,0,0
NOKANDO6,BEEX,03/01/26,0,0,443520
NOKANDO6,DEW1,03/01/26,0,0,0
NOKANDO6,LUL1,04/01/26,0,0,0
NOKANDO6,BEEX,04/01/26,0,0,504000
NOKANDO6,LUEX,04/01/26,0,0,0
NOKANDO6,DEW1,04/01/26,0,0,0
NOKANDO6,LUEX,05/01/26,0,0,0
NOKANDO6,DEW1,05/01/26,0,0,0
NOKANDO6,BEEX,05/01/26,0,0,302400
NOKANDO6,LUL1,05/01/26,0,0,0
NOKANDO6,DEW1,06/01/26,0,0,0
NOKANDO6,LUEX,06/01/26,0,0,0
NOKANDO6,BEEX,06/01/26,0,0,201600
NOKANDO6,LUL1,06/01/26,0,0,0
NOKANDO6,LUL1,07/01/26,0,0,0
NOKANDO6,DEW1,07/01/26,0,0,0
NOKANDO6,LUEX,07/01/26,0,0,0
NOKANDO6,BEEX,07/01/26,0,0,0
NOKANDO6,LUL1,08/01/26,0,0,0
NOKANDO6,BEEX,08/01/26,0,0,0
NOKANDO6,DEW1,08/01/26,0,0,0
NOKANDO6,LUEX,08/01/26,0,0,0
NOKANDO6,BEEX,09/01/26,0,0,0
NOKANDO6,LUEX,09/01/26,0,0,0
NOKANDO6,LUL1,09/01/26,0,0,0
NOKANDO6,DEW1,09/01/26,0,0,0
NOKANDO6,LUEX,10/01/26,0,0,0
NOKANDO6,BEEX,10/01/26,0,0,0
NOKANDO6,LUL1,10/01/26,0,0,0
NOKANDO6,DEW1,10/01/26,0,0,0
